"strain_1","strain_2","strain_3","name","media","init_OD","temperature","replicate","row","col","well","pH","anomalous","time","OD600","OD730","RFP","GFP","column","normalised_OD"
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",2400,0.157,0.15,22,1781,9,0.00775000000000001
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",2400,0.165,0.157,33,1766,10,0.01575
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",2400,0.161,0.153,34,1762,11,0.01175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",2400,0.157,0.149,29,1746,12,0.00775000000000001
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",3600,0.154,0.145,49,3154,1,0.00475
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",3600,0.146,0.137,53,3163,2,-0.00325
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",3600,0.154,0.146,52,3105,3,0.00475
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",3600,0.143,0.133,51,3188,4,-0.00625
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",3600,0.146,0.139,3,235,5,-0.00325
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",3600,0.155,0.15,5,223,6,0.00575
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",3600,0.156,0.152,9,218,7,0.00675000000000001
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",3600,0.153,0.147,11,229,8,0.00375
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",3600,0.147,0.14,28,1746,9,-0.00225
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",3600,0.148,0.141,27,1763,10,-0.00125
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",3600,0.158,0.151,30,1740,11,0.00875000000000001
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",3600,0.159,0.15,27,1759,12,0.00975000000000001
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",3600,0.146,0.137,56,3154,1,-0.00325
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",3600,0.145,0.135,52,3184,2,-0.00425
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",3600,0.148,0.139,50,3102,3,-0.00125
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",3600,0.152,0.142,53,3175,4,0.00275
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",3600,0.153,0.146,7,260,5,0.00375
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",3600,0.152,0.145,3,264,6,0.00275
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",3600,0.154,0.148,5,263,7,0.00475
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",3600,0.158,0.154,3,254,8,0.00875000000000001
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",3600,0.161,0.153,28,1725,9,0.01175
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",3600,0.154,0.146,31,1751,10,0.00475
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",3600,0.157,0.149,29,1767,11,0.00775000000000001
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",3600,0.165,0.157,30,1765,12,0.01575
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",3600,0.145,0.136,53,3152,1,-0.00425
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",3600,0.147,0.138,56,3227,2,-0.00225
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",3600,0.146,0.138,56,3167,3,-0.00325
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",3600,0.152,0.143,52,3161,4,0.00275
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",3600,0.147,0.141,4,261,5,-0.00225
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",3600,0.146,0.141,8,256,6,-0.00325
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",3600,0.156,0.15,5,255,7,0.00675000000000001
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",3600,0.158,0.15,7,265,8,0.00875000000000001
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",3600,0.149,0.142,32,1754,9,-0.00025
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",3600,0.16,0.153,33,1774,10,0.01075
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",3600,0.159,0.153,31,1775,11,0.00975000000000001
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",3600,0.159,0.15,34,1765,12,0.00975000000000001
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",3600,0.147,0.138,55,3142,1,-0.00225
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",3600,0.144,0.135,47,3123,2,-0.00525
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",3600,0.148,0.14,50,3211,3,-0.00125
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",3600,0.148,0.14,55,3146,4,-0.00125
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",3600,0.156,0.15,7,218,5,0.00675000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",3600,0.142,0.136,8,217,6,-0.00725000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",3600,0.155,0.149,6,221,7,0.00575
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",3600,0.146,0.14,10,222,8,-0.00325
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",3600,0.15,0.143,30,1737,9,0.000750000000000001
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",3600,0.156,0.149,27,1757,10,0.00675000000000001
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",3600,0.153,0.148,29,1719,11,0.00375
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",3600,0.155,0.15,29,1726,12,0.00575
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",3600,0.143,0.134,49,3101,1,-0.00625
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",3600,0.146,0.137,50,3144,2,-0.00325
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",3600,0.152,0.143,43,3182,3,0.00275
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",3600,0.142,0.133,49,3165,4,-0.00725000000000001
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",3600,0.145,0.14,3,252,5,-0.00425
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",3600,0.147,0.142,10,251,6,-0.00225
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",3600,0.149,0.144,8,249,7,-0.00025
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",3600,0.171,0.165,9,240,8,0.02175
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",3600,0.166,0.159,70,1857,9,0.01675
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",3600,0.164,0.158,35,1753,10,0.01475
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",3600,0.166,0.16,26,1772,11,0.01675
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",3600,0.168,0.16,31,1751,12,0.01875
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",3600,0.144,0.134,53,3067,1,-0.00525
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",3600,0.148,0.139,50,3133,2,-0.00125
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",3600,0.146,0.137,47,3105,3,-0.00325
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",3600,0.158,0.147,50,3090,4,0.00875000000000001
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",3600,0.148,0.141,6,242,5,-0.00125
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",3600,0.147,0.141,5,237,6,-0.00225
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",3600,0.161,0.156,7,241,7,0.01175
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",3600,0.165,0.159,8,256,8,0.01575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",3600,0.156,0.149,28,1727,9,0.00675000000000001
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",3600,0.17,0.164,26,1754,10,0.02075
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",3600,0.163,0.156,29,1743,11,0.01375
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",3600,0.167,0.159,27,1744,12,0.01775
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",3600,0.142,0.133,53,3089,1,-0.00725000000000001
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",3600,0.145,0.136,46,3144,2,-0.00425
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",3600,0.151,0.141,56,3158,3,0.00175
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",3600,0.145,0.137,42,3080,4,-0.00425
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",3600,0.157,0.152,10,280,5,0.00775000000000001
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",3600,0.151,0.146,11,285,6,0.00175
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",3600,0.168,0.162,9,254,7,0.01875
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",3600,0.16,0.153,4,263,8,0.01075
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",3600,0.161,0.155,34,1736,9,0.01175
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",3600,0.156,0.149,31,1739,10,0.00675000000000001
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",3600,0.177,0.171,30,1730,11,0.02775
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",3600,0.153,0.145,29,1748,12,0.00375
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",3600,0.146,0.137,55,3083,1,-0.00325
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",3600,0.151,0.142,53,3158,2,0.00175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",3600,0.154,0.145,58,3064,3,0.00475
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",3600,0.149,0.14,47,3065,4,-0.00025
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",3600,0.146,0.144,5,268,5,-0.00325
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",3600,0.156,0.15,8,244,6,0.00675000000000001
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",3600,0.15,0.144,9,264,7,0.000750000000000001
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",3600,0.166,0.16,6,282,8,0.01675
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",3600,0.159,0.151,28,1777,9,0.00975000000000001
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",3600,0.165,0.157,30,1759,10,0.01575
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",3600,0.161,0.154,34,1763,11,0.01175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",3600,0.158,0.149,28,1734,12,0.00875000000000001
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",4800,0.154,0.145,53,3129,1,0.00525
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",4800,0.146,0.137,54,3165,2,-0.00275
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",4800,0.153,0.145,48,3105,3,0.00425
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",4800,0.142,0.133,52,3221,4,-0.00675000000000001
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",4800,0.144,0.138,7,246,5,-0.00475
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",4800,0.154,0.149,4,214,6,0.00525
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",4800,0.157,0.151,6,227,7,0.00825000000000001
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",4800,0.154,0.148,9,225,8,0.00525
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",4800,0.147,0.14,31,1729,9,-0.00175
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",4800,0.149,0.141,25,1776,10,0.00025
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",4800,0.158,0.151,30,1733,11,0.00925000000000001
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",4800,0.159,0.151,29,1740,12,0.01025
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",4800,0.146,0.137,55,3199,1,-0.00275
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",4800,0.145,0.135,49,3198,2,-0.00375
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",4800,0.148,0.139,48,3130,3,-0.000750000000000001
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",4800,0.151,0.142,52,3183,4,0.00225
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",4800,0.154,0.146,2,280,5,0.00525
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",4800,0.152,0.146,3,272,6,0.00325
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",4800,0.154,0.148,10,255,7,0.00525
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",4800,0.159,0.153,5,253,8,0.01025
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",4800,0.164,0.155,27,1708,9,0.01525
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",4800,0.156,0.147,26,1736,10,0.00725000000000001
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",4800,0.159,0.152,30,1782,11,0.01025
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",4800,0.164,0.155,29,1766,12,0.01525
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",4800,0.145,0.136,51,3112,1,-0.00375
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",4800,0.147,0.138,55,3211,2,-0.00175
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",4800,0.146,0.137,57,3151,3,-0.00275
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",4800,0.152,0.144,56,3184,4,0.00325
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",4800,0.147,0.142,8,242,5,-0.00175
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",4800,0.146,0.14,4,263,6,-0.00275
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",4800,0.156,0.15,7,249,7,0.00725000000000001
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",4800,0.154,0.15,6,259,8,0.00525
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",4800,0.149,0.144,34,1759,9,0.00025
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",4800,0.161,0.154,28,1791,10,0.01225
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",4800,0.159,0.154,30,1777,11,0.01025
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",4800,0.159,0.151,25,1772,12,0.01025
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",4800,0.146,0.138,48,3149,1,-0.00275
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",4800,0.144,0.135,45,3145,2,-0.00475
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",4800,0.148,0.14,53,3161,3,-0.000750000000000001
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",4800,0.147,0.139,58,3223,4,-0.00175
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",4800,0.156,0.15,7,217,5,0.00725000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",4800,0.141,0.136,11,221,6,-0.00775000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",4800,0.156,0.15,6,211,7,0.00725000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",4800,0.146,0.142,7,217,8,-0.00275
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",4800,0.15,0.143,31,1740,9,0.00125
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",4800,0.156,0.149,33,1741,10,0.00725000000000001
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",4800,0.154,0.148,31,1701,11,0.00525
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",4800,0.159,0.153,30,1752,12,0.01025
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",4800,0.144,0.134,54,3058,1,-0.00475
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",4800,0.146,0.137,54,3168,2,-0.00275
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",4800,0.152,0.143,52,3152,3,0.00325
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",4800,0.142,0.133,49,3176,4,-0.00675000000000001
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",4800,0.145,0.14,8,243,5,-0.00375
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",4800,0.147,0.142,10,253,6,-0.00175
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",4800,0.151,0.144,3,245,7,0.00225
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",4800,0.17,0.165,7,237,8,0.02125
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",4800,0.167,0.16,69,1844,9,0.01825
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",4800,0.165,0.158,29,1795,10,0.01625
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",4800,0.167,0.16,28,1739,11,0.01825
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",4800,0.168,0.161,27,1764,12,0.01925
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",4800,0.144,0.134,48,3072,1,-0.00475
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",4800,0.148,0.139,54,3144,2,-0.000750000000000001
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",4800,0.146,0.137,55,3097,3,-0.00275
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",4800,0.158,0.147,52,3110,4,0.00925000000000001
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",4800,0.147,0.141,5,239,5,-0.00175
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",4800,0.148,0.142,6,244,6,-0.000750000000000001
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",4800,0.162,0.156,9,240,7,0.01325
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",4800,0.164,0.158,3,255,8,0.01525
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",4800,0.157,0.15,31,1742,9,0.00825000000000001
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",4800,0.171,0.164,32,1762,10,0.02225
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",4800,0.163,0.156,30,1752,11,0.01425
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",4800,0.167,0.159,30,1745,12,0.01825
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",4800,0.142,0.133,53,3095,1,-0.00675000000000001
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",4800,0.145,0.136,49,3170,2,-0.00375
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",4800,0.15,0.141,48,3183,3,0.00125
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",4800,0.145,0.137,44,3094,4,-0.00375
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",4800,0.158,0.153,9,266,5,0.00925000000000001
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",4800,0.152,0.146,8,287,6,0.00325
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",4800,0.168,0.163,7,269,7,0.01925
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",4800,0.162,0.156,8,257,8,0.01325
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",4800,0.162,0.156,32,1737,9,0.01325
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",4800,0.157,0.15,30,1745,10,0.00825000000000001
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",4800,0.176,0.17,29,1742,11,0.02725
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",4800,0.152,0.144,33,1728,12,0.00325
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",4800,0.146,0.137,52,3028,1,-0.00275
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",4800,0.151,0.142,52,3168,2,0.00225
