"strain_1","strain_2","strain_3","name","media","init_OD","temperature","replicate","row","col","well","pH","anomalous","time","OD600","OD730","RFP","GFP","column"
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",26400,0.188,0.173,5,386,6
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",26400,0.189,0.174,4,388,7
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",26400,0.187,0.174,10,379,8
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",26400,0.591,0.458,30,2183,9
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",26400,0.558,0.433,28,2197,10
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",26400,0.569,0.443,27,2159,11
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",26400,0.585,0.46,25,2264,12
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",26400,0.603,0.523,40,2568,1
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",26400,0.633,0.527,40,2607,2
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",26400,0.658,0.555,50,2597,3
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",26400,0.594,0.506,45,2618,4
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",26400,0.18,0.165,7,309,5
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",26400,0.18,0.167,6,322,6
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",26400,0.191,0.177,3,314,7
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",26400,0.197,0.18,12,319,8
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",26400,0.54,0.462,25,1585,9
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",26400,0.554,0.48,31,1623,10
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",26400,0.549,0.461,28,1643,11
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",26400,0.595,0.51,27,1595,12
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",26400,0.144,0.135,52,3228,1
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",26400,0.144,0.134,60,3210,2
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",26400,0.146,0.137,53,3177,3
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",26400,0.145,0.136,55,3264,4
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",26400,0.158,0.151,8,214,5
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",26400,0.143,0.138,12,230,6
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",26400,0.155,0.151,10,212,7
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",26400,0.148,0.142,6,222,8
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",26400,0.232,0.208,30,1682,9
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",26400,0.264,0.229,33,1673,10
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",26400,0.282,0.244,29,1649,11
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",26400,0.26,0.228,27,1685,12
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",26400,0.639,0.531,42,2636,1
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",26400,0.536,0.459,42,2733,2
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",26400,0.489,0.425,42,2872,3
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",26400,0.613,0.521,40,2671,4
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",26400,0.184,0.167,6,345,5
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",26400,0.188,0.171,8,368,6
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",26400,0.189,0.173,3,362,7
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",26400,0.191,0.181,6,285,8
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",26400,0.612,0.499,61,2113,9
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",26400,0.611,0.507,28,2041,10
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",26400,0.621,0.515,26,2065,11
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",26400,0.508,0.438,29,1921,12
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",26400,0.221,0.189,51,2942,1
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",26400,0.181,0.165,54,3081,2
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",26400,0.212,0.185,45,2944,3
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",26400,0.204,0.181,53,3036,4
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",26400,0.173,0.16,7,299,5
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",26400,0.172,0.16,4,302,6
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",26400,0.182,0.172,0,315,7
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",26400,0.185,0.175,8,309,8
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",26400,0.501,0.407,26,2153,9
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",26400,0.449,0.373,27,2262,10
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",26400,0.542,0.435,33,2114,11
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",26400,0.518,0.422,27,2168,12
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",26400,0.545,0.46,47,2652,1
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",26400,0.456,0.389,49,2790,2
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",26400,0.459,0.405,47,2737,3
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",26400,0.503,0.421,44,2728,4
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",26400,0.209,0.19,9,332,5
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",26400,0.201,0.184,13,337,6
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",26400,0.201,0.186,9,305,7
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",26400,0.202,0.183,8,322,8
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",26400,0.556,0.472,27,1570,9
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",26400,0.549,0.477,25,1604,10
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",26400,0.55,0.467,26,1591,11
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",26400,0.56,0.471,25,1650,12
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",26400,0.643,0.542,41,2596,1
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",26400,0.447,0.378,41,2842,2
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",26400,0.614,0.519,37,2544,3
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",26400,0.562,0.469,46,2654,4
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",26400,0.185,0.17,5,364,5
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",26400,0.195,0.168,5,368,6
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",26400,0.192,0.175,8,419,7
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",26400,0.201,0.186,13,416,8
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",26400,0.719,0.605,28,2042,9
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",26400,0.668,0.555,31,2145,10
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",26400,0.743,0.616,25,1931,11
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",26400,0.752,0.622,23,1935,12
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",27600,0.153,0.144,55,3195,1
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",27600,0.145,0.136,52,3212,2
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",27600,0.166,0.157,60,3188,3
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",27600,0.141,0.131,52,3262,4
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",27600,0.146,0.141,9,239,5
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",27600,0.156,0.151,7,218,6
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",27600,0.157,0.153,5,219,7
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",27600,0.156,0.151,7,230,8
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",27600,0.172,0.158,27,1735,9
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",27600,0.228,0.196,26,1718,10
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",27600,0.182,0.169,31,1765,11
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",27600,0.259,0.223,29,1696,12
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",27600,0.258,0.218,45,2972,1
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",27600,0.434,0.343,44,2952,2
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",27600,0.485,0.375,41,2617,3
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",27600,0.398,0.321,45,3017,4
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",27600,0.194,0.178,2,429,5
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",27600,0.192,0.175,5,412,6
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",27600,0.19,0.177,9,420,7
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",27600,0.189,0.175,6,365,8
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",27600,0.642,0.491,28,2189,9
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",27600,0.608,0.465,27,2185,10
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",27600,0.621,0.475,28,2191,11
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",27600,0.633,0.49,28,2229,12
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",27600,0.69,0.577,43,2467,1
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",27600,0.673,0.568,34,2526,2
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",27600,0.701,0.582,50,2531,3
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",27600,0.675,0.563,39,2502,4
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",27600,0.177,0.163,4,315,5
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",27600,0.179,0.165,5,323,6
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",27600,0.189,0.175,7,312,7
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",27600,0.195,0.177,5,316,8
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",27600,0.623,0.524,22,1527,9
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",27600,0.641,0.542,19,1554,10
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",27600,0.618,0.523,24,1589,11
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",27600,0.667,0.559,26,1491,12
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",27600,0.144,0.135,57,3210,1
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",27600,0.144,0.134,56,3188,2
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",27600,0.146,0.137,52,3212,3
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",27600,0.145,0.136,54,3269,4
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",27600,0.157,0.15,6,212,5
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",27600,0.144,0.137,7,219,6
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",27600,0.155,0.149,9,221,7
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",27600,0.15,0.142,3,230,8
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",27600,0.241,0.214,30,1643,9
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",27600,0.273,0.236,29,1674,10
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",27600,0.301,0.255,28,1652,11
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",27600,0.275,0.239,30,1672,12
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",27600,0.677,0.565,43,2484,1
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",27600,0.595,0.513,44,2591,2
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",27600,0.576,0.497,39,2709,3
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",27600,0.657,0.567,37,2569,4
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",27600,0.181,0.165,6,353,5
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",27600,0.184,0.168,5,359,6
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",27600,0.188,0.172,7,367,7
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",27600,0.189,0.179,6,293,8
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",27600,0.662,0.557,65,2100,9
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",27600,0.66,0.557,30,2038,10
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",27600,0.671,0.566,24,2075,11
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",27600,0.559,0.472,30,1982,12
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",27600,0.249,0.208,46,2864,1
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",27600,0.194,0.174,48,3103,2
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",27600,0.238,0.203,47,2909,3
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",27600,0.223,0.195,51,2958,4
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",27600,0.175,0.163,10,307,5
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",27600,0.177,0.165,8,305,6
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",27600,0.184,0.173,10,296,7
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",27600,0.187,0.176,7,319,8
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",27600,0.543,0.434,29,2169,9
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",27600,0.477,0.397,29,2320,10
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",27600,0.584,0.466,28,2149,11
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",27600,0.564,0.451,34,2163,12
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",27600,0.596,0.501,40,2556,1
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",27600,0.476,0.414,43,2817,2
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",27600,0.484,0.418,44,2746,3
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",27600,0.563,0.462,42,2690,4
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",27600,0.209,0.19,2,331,5
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",27600,0.201,0.183,7,354,6
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",27600,0.199,0.184,6,313,7
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",27600,0.2,0.181,5,317,8
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",27600,0.594,0.492,26,1575,9
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",27600,0.592,0.493,27,1598,10
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",27600,0.596,0.499,22,1560,11
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",27600,0.59,0.499,24,1581,12
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",27600,0.697,0.576,33,2458,1
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",27600,0.524,0.45,43,2763,2
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",27600,0.689,0.562,33,2474,3
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",27600,0.656,0.55,35,2565,4
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",27600,0.188,0.171,7,384,5
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",27600,0.19,0.173,11,361,6
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",27600,0.191,0.173,8,418,7
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",27600,0.199,0.183,7,424,8
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",27600,0.76,0.63,21,2008,9
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",27600,0.743,0.612,34,2101,10
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",27600,0.77,0.636,21,1933,11
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",27600,0.787,0.645,22,1960,12
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",28800,0.153,0.144,45,3222,1
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",28800,0.144,0.135,50,3234,2
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",28800,0.165,0.156,59,3182,3
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",28800,0.141,0.132,49,3232,4
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",28800,0.147,0.144,12,244,5
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",28800,0.157,0.152,5,213,6
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",28800,0.157,0.152,8,225,7
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",28800,0.155,0.149,6,232,8
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",28800,0.18,0.166,27,1741,9
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",28800,0.22,0.197,30,1702,10
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",28800,0.188,0.175,27,1781,11
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",28800,0.258,0.226,30,1699,12
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",28800,0.287,0.239,48,3005,1
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",28800,0.465,0.365,47,2994,2
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",28800,0.515,0.402,41,2737,3
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",28800,0.419,0.339,46,3171,4
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",28800,0.193,0.178,7,451,5
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",28800,0.193,0.175,9,421,6
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",28800,0.192,0.176,7,419,7
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",28800,0.189,0.177,5,390,8
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",28800,0.665,0.514,28,2185,9
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",28800,0.631,0.486,30,2204,10
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",28800,0.642,0.496,26,2184,11
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",28800,0.652,0.507,36,2288,12
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",28800,0.706,0.597,40,2458,1
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",28800,0.692,0.585,42,2506,2
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",28800,0.717,0.594,49,2450,3
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",28800,0.681,0.575,42,2457,4
